symbol,name,reportDate,fiscalDateEnding,estimate,currency
DGII,Digi International Inc,2022-11-10,2022-09-30,0.422,USD
DGLY,Digital Ally Inc (New),2022-11-16,2022-09-30,-0.115,USD
DH,Definitive Healthcare Corp - Class A,2022-11-07,2022-09-30,0.0485,USD
DHC,Diversified Healthcare Trust,2022-11-02,2022-09-30,-0.19,USD
DHI,D.R. Horton Inc,2022-11-09,2022-09-30,5.18,USD
DHI,D.R. Horton Inc,2023-01-24,2022-12-31,2.99,USD
DHIL,Diamond Hill Investment Group Inc - Class A,2022-11-01,2022-09-30,,USD
DHT,DHT Holdings Inc,2022-11-14,2022-09-30,-0.0206,USD
DHX,DHI Group Inc,2022-11-09,2022-09-30,0.01,USD
DIBS,1stdibs.com Inc,2022-11-09,2022-09-30,-0.2568,USD
DICE,DICE Therapeutics Inc,2022-11-11,2022-09-30,-0.595,USD
DIIBF,DIIBF,2022-11-04,2022-09-30,,USD
DIN,Dine Brands Global Inc,2022-11-02,2022-09-30,1.29,USD
DINO,HF Sinclair Corporation,2022-11-07,2022-09-30,4.19,USD
DINO_OLD,DINO_OLD,2022-11-01,2022-10-31,,USD
DIOD,Diodes Inc,2022-11-08,2022-09-30,1.85,USD
DIRV,DIRV,2022-11-30,2022-09-30,0,USD
DIS,Walt Disney Co (The),2022-11-08,2022-09-30,0.5875,USD
DISCA,,2022-11-01,2022-09-30,,USD
DISH,Dish Network Corp - Class A,2022-11-03,2022-09-30,0.6138,USD
DIT,Amcon Distributing Company,2022-11-09,2022-09-30,,USD
DIT,Amcon Distributing Company,2023-01-17,2022-12-31,,USD
DJCO,Daily Journal Corporation,2022-12-13,2022-09-30,,USD
DK,Delek US Holdings Inc,2022-11-07,2022-09-30,2.95,USD
DKILY,DKILY,2022-11-08,2022-09-30,0.1818,USD
DKL,Delek Logistics Partners LP,2022-11-03,2022-09-30,1.21,USD
DKNG,DraftKings Inc - Class A,2022-11-04,2022-09-30,-0.9662,USD
DKS,Dicks Sporting Goods Inc,2022-11-22,2022-08-31,2.2,USD
DLA,Delta Apparel Inc,2022-11-29,2022-09-30,0.99,USD
DLB,Dolby Laboratories Inc - Class A,2023-01-25,2022-12-31,0.8467,USD
DLHC,DLH Holdings Corp,2022-12-07,2022-09-30,0.23,USD
DLHTF,DLHTF,2022-11-14,2022-09-30,,USD
DLMAF,DLMAF,2022-12-06,2022-10-31,,USD
DLNG,Dynagas LNG Partners LP,2022-11-17,2022-09-30,0.17,USD
DLO,DLocal Ltd Class A,2022-11-15,2022-09-30,0.1085,USD
DLPN,Dolphin Entertainment Inc,2022-11-18,2022-09-30,0.015,USD
DLPX,DLPX,2022-12-19,2022-09-30,0,USD
DLTH,Duluth Holdings Inc - Class B,2022-12-08,2022-10-31,0.0233,USD
DLTNF,DLTNF,2022-11-14,2022-09-30,,USD
DLTR,Dollar Tree Inc,2022-11-23,2022-10-31,1.17,USD
DLX,Deluxe Corp,2023-01-26,2022-12-31,1.23,USD
DM,Desktop Metal Inc - Class A,2022-11-15,2022-09-30,-0.0956,USD
DMAC,DiaMedica Therapeutics Inc,2022-11-09,2022-09-30,-0.1575,USD
DMLP,Dorchester Minerals LP,2022-11-03,2022-09-30,,USD
DMRC,Digimarc Corporation,2022-11-02,2022-09-30,-0.785,USD
DMS,Digital Media Solutions Inc - Class A,2022-11-15,2022-09-30,-0.15,USD
DMTK,DermTech Inc,2022-11-09,2022-09-30,-0.99,USD
DNA,Ginkgo Bioworks Holdings Inc - Class A,2022-11-14,2022-09-30,-0.2825,USD
DNAY,Codex DNA Inc,2022-11-08,2022-09-30,-0.54,USD
DNB,Dun & Bradstreet Holdings Inc,2022-11-03,2022-09-30,0.2964,USD
DNDDF,DNDDF,2022-11-10,2022-09-30,,USD
DNGDF,DNGDF,2022-11-14,2022-09-30,,USD
DNLI,Denali Therapeutics Inc,2022-11-03,2022-09-30,-0.8433,USD
DNMR,Danimer Scientific Inc - Class A,2022-11-14,2022-09-30,-0.23,USD
DNN,Denison Mines Corp,2022-11-03,2022-09-30,-0.004,CAD
DNNGY,DNNGY,2022-11-03,2022-09-30,0.3485,DKK
DNOW,NOW Inc,2022-11-02,2022-09-30,0.252,USD
DNPLY,DNPLY,2022-11-15,2022-09-30,0,JPY
DNUT,Krispy Kreme Inc,2022-11-08,2022-09-30,0.0526,USD
DO,Diamond Offshore Drilling Inc,2022-11-30,2022-09-30,-0.2464,USD
DOC,Physicians Realty Trust,2022-11-03,2022-09-30,0.062,USD
DOCN,DigitalOcean Holdings Inc,2022-11-07,2022-09-30,0.2275,USD
DOCRF,DOCRF,2022-11-28,2022-09-30,,USD
DOCS,Doximity Inc - Class A,2022-11-09,2022-09-30,0.15,USD
DOCU,DocuSign Inc,2022-12-02,2022-10-31,0.4197,USD
DOGZ,Dogness (International) Corp - Class A,2022-10-31,2022-09-30,,USD
DOLE,Dole plc,2022-12-02,2022-09-30,0.198,USD
DOMA,Doma Holdings Inc - New,2022-11-09,2022-09-30,-0.1281,USD
DOMO,Domo Inc - Class B,2022-12-02,2022-10-31,-0.3375,USD
DOOO,BRP Inc,2022-11-30,2022-10-31,1.83,CAD
DOOR,Masonite International Corp,2022-11-07,2022-09-30,2.49,USD
DOUG,Douglas Elliman Inc,2022-11-03,2022-09-30,0.14,USD
DOV,Dover Corp,2023-01-26,2022-12-31,2.24,USD
DOW,Dow Inc,2023-01-26,2022-12-31,0.8937,USD
DOX,Amdocs Ltd,2022-11-08,2022-09-30,1.28,USD
DOYU,DouYu International Holdings Ltd,2022-11-16,2022-09-30,-0.14,CNY
DPDW,DPDW,2022-11-15,2022-09-30,,USD
DPMLF,DPMLF,2022-11-10,2022-09-30,0.1769,USD
DPRO,Draganfly Inc,2022-11-30,2022-09-30,,CAD
DPSGY,DPSGY,2022-11-08,2022-09-30,1.05,EUR
DPSI,DecisionPoint Systems Inc,2022-11-14,2022-09-30,0.03,USD
DPW,DPW,2022-11-16,2022-09-30,,USD
DQ,Daqo New Energy Corp,2022-11-15,2022-09-30,7.28,USD
DRCMF,DRCMF,2022-11-16,2022-09-30,,USD
DRCT,Direct Digital Holdings Inc Class A,2022-11-30,2022-09-30,-0.01,USD
DRE,Duke Realty Corp,2023-01-25,2022-12-31,0.2146,USD
DRETF,DRETF,2022-11-02,2022-09-30,,USD
DREUF,DREUF,2022-11-01,2022-09-30,,USD
DRH,Diamondrock Hospitality Company,2022-11-03,2022-09-30,0.195,USD
DRI,Darden Restaurants Inc,2022-12-16,2022-11-30,1.42,USD
DRIO,DarioHealth Corp,2022-11-15,2022-09-30,-0.77,USD
DRKOF,DRKOF,2022-11-21,2022-09-30,,USD
DRMA,Dermata Therapeutics Inc,2022-11-14,2022-09-30,-0.28,USD
DRNA,DRNA,2022-11-07,2022-09-30,,USD
DROP,DROP,2022-11-30,2022-09-30,0,USD
DRRSF,DRRSF,2022-11-15,2022-09-30,,USD
DRRX,Durect Corp,2022-11-07,2022-09-30,-0.05,USD
DRTS,Alpha Tau Medical Ltd,2022-11-30,2022-09-30,-0.1252,USD
DRTT,DIRTT Environmental Solutions Ltd,2022-11-02,2022-09-30,-0.14,USD
DRUG,Bright Minds Biosciences Inc,2022-11-30,2022-09-30,0,CAD
DRUNF,DRUNF,2022-11-10,2022-09-30,,USD
DS,Drive Shack Inc,2022-11-09,2022-09-30,-0.1267,USD
DSEEY,DSEEY,2022-10-31,2022-09-30,0,JPY
DSEY,Diversey Holdings Ltd,2022-11-04,2022-09-30,0.0891,USD
DSGN,Design Therapeutics Inc,2022-11-08,2022-09-30,-0.278,USD
DSGT,DSGT,2022-11-14,2022-09-30,,USD
DSGX,Descartes Systems Group Inc,2022-11-30,2022-10-31,0.27,USD
DSKE,Daseke Inc,2022-11-09,2022-09-30,0.3667,USD
DSNY,DSNY,2022-11-29,2022-08-31,,USD
DSNY,DSNY,2023-01-17,2022-11-30,,USD
DSP,Viant Technology Inc - Class A,2022-11-08,2022-09-30,-0.1579,USD
DSPG,DSPG,2022-11-01,2022-09-30,,USD
DSVSF,DSVSF,2022-11-23,2022-09-30,,USD
DSWL,Deswell Industries Inc,2022-11-17,2022-09-30,0,USD
DSX,Diana Shipping Inc,2022-11-28,2022-09-30,0.3111,USD
DTC,Solo Brands Inc - Class A,2022-12-07,2022-09-30,0.0604,USD
DTEA,Davidstea Inc,2022-12-14,2022-11-30,0,CAD
DTEGY,DTEGY,2022-11-10,2022-09-30,0.3504,EUR
DTGI,DTGI,2022-10-31,2022-07-31,-0.01,USD
DTGI,DTGI,2022-11-03,2022-10-31,-0.01,USD
DTIL,Precision Biosciences Inc,2022-11-15,2022-09-30,-0.3378,USD
DTM,DT Midstream Inc,2022-11-04,2022-09-30,0.8918,USD
DTMXF,DTMXF,2022-11-28,2022-09-30,,USD
DTNOF,DTNOF,2022-11-03,2022-09-30,0.1722,USD
DTRK,DTRK,2022-11-09,2022-09-30,0,USD
DTSRF,DTSRF,2022-11-09,2022-09-30,-0.01,CAD
DTSS,Datasea Inc,2022-11-14,2022-09-30,0,USD
DTST,Data Storage Corp,2022-11-14,2022-09-30,-0.05,USD
DUK,Duke Energy Corp,2022-11-04,2022-09-30,1.88,USD
DUOL,Duolingo Inc - Class A,2022-11-09,2022-09-30,-0.5525,USD
DUOT,Duos Technologies Group Inc,2022-11-16,2022-09-30,-0.15,USD
DV,DoubleVerify Holdings Inc,2022-11-08,2022-09-30,0.1211,USD
DVA,DaVita Inc,2022-11-08,2022-09-30,1.75,USD
DVAX,Dynavax Technologies Corp,2022-11-09,2022-09-30,0.29,USD
DVN,Devon Energy Corp,2022-11-01,2022-09-30,2.18,USD
DVRNF,DVRNF,2022-11-16,2022-09-30,,USD
DWAHY,DWAHY,2022-11-10,2022-09-30,0.7239,JPY
DWOG,DWOG,2022-11-30,2022-09-30,0,USD
DWSN,Dawson Geophysical Company,2022-11-03,2022-09-30,,USD
DWWEF,DWWEF,2022-11-23,2022-09-30,,USD
DXC,DXC Technology Company,2022-11-03,2022-09-30,0.7478,USD
DXLG,Destination XL Group Inc,2022-11-17,2022-08-31,0.08,USD
DXPE,DXP Enterprises Inc,2022-11-09,2022-09-30,0.69,USD
DXR,Daxor Corp,2022-11-10,2022-09-30,0,USD
DXYN,Dixie Group Inc,2022-11-10,2022-09-30,,USD
DY,Dycom Industries Inc,2022-11-22,2022-10-31,1.33,USD
DYAI,Dyadic International Inc DE,2022-11-09,2022-09-30,-0.1033,USD
DYN,Dyne Therapeutics Inc,2022-11-10,2022-09-30,-0.8868,USD
DYNDF,DYNDF,2022-11-07,2022-09-30,,USD
DYNT,Dynatronics Corp,2022-11-15,2022-09-30,-0.07,USD
DYSL,DYSL,2022-12-23,2022-09-30,0,USD
DZSI,DZS Inc,2022-11-02,2022-09-30,0.076,USD
EA,Electronic Arts Inc,2022-11-01,2022-09-30,1.36,USD
EACO,EACO,2022-11-02,2022-08-31,0,USD
EACO,EACO,2023-01-05,2022-11-30,,USD
EACTF,EACTF,2022-11-09,2022-09-30,,USD
EAF,GrafTech International Ltd,2022-11-04,2022-09-30,0.36,USD
EAGRF,EAGRF,2022-11-14,2022-09-30,,USD
EAR,Eargo Inc,2022-11-24,2022-09-30,-0.4108,USD
EARN,Ellington Residential Mortgage REIT,2022-11-07,2022-09-30,0.2441,USD
EAST,Eastside Distilling Inc,2022-11-17,2022-09-30,-0.17,USD
EAT,Brinker International Inc,2022-11-02,2022-09-30,-0.6189,USD
EB,Eventbrite Inc - Class A,2022-11-10,2022-09-30,-0.1583,USD
EBC,Eastern Bankshares Inc,2023-01-27,2022-12-31,0.3965,USD
EBCOY,EBCOY,2022-11-14,2022-09-30,0,JPY
EBET,EBET Inc,2022-11-30,2022-09-30,-0.62,USD
EBF,Ennis Inc,2022-12-23,2022-11-30,0.39,USD
EBIX,Ebix Inc,2022-11-09,2022-09-30,0.7,USD
EBKDY,EBKDY,2022-11-04,2022-09-30,0.5944,EUR
EBMT,Eagle Bancorp Montana Inc,2023-01-24,2022-12-31,0.5267,USD
EBR,Centrais Eletricas Brasileiras S.A.,2022-11-09,2022-09-30,0.0784,BRL
EBR-B,Centrais Eletricas Brasileiras S.A.,2022-11-09,2022-09-30,0.0784,BRL
EBS,Emergent Biosolutions Inc,2022-11-03,2022-09-30,-0.07,USD
EBTC,Enterprise Bancorp Inc,2023-01-25,2022-12-31,,USD
EC,Ecopetrol SA,2022-11-01,2022-09-30,4947.08,COP
ECAOF,ECAOF,2022-11-24,2022-09-30,,USD
ECF,Ellsworth Growth and Income Fund Ltd,2022-11-02,2022-09-30,0,USD
ECIA,ECIA,2022-11-09,2022-09-30,0,USD
ECL,Ecolab Inc,2022-11-01,2022-09-30,1.32,USD
ECNCF,ECNCF,2022-11-08,2022-09-30,,USD
ECOL,US Ecology Inc,2022-11-03,2022-09-30,,USD
ECOM,ChannelAdvisor Corp,2022-11-10,2022-09-30,0.1946,USD
ECOR,ElectroCore Inc,2022-11-16,2022-09-30,-0.0717,USD
ECPG,Encore Capital Group Inc,2022-11-09,2022-09-30,1.78,USD
ECRFF,ECRFF,2022-11-15,2022-09-30,,USD
ECRO,ECRO,2022-12-06,2022-09-30,0,USD
ECSNF,ECSNF,2022-11-02,2022-09-30,,USD
ECTM,ECTM,2022-11-09,2022-09-30,0,USD
ECVT,Ecovyst Inc,2022-11-04,2022-09-30,0.2404,USD
ECXJ,ECXJ,2023-01-12,2022-11-30,0,USD
ED,Consolidated Edison Inc,2022-11-03,2022-09-30,1.48,USD
EDAP,EDAP TMS S.A.,2022-11-16,2022-09-30,-0.06,EUR
EDBL,Edible Garden AG Inc,2022-11-30,2022-09-30,-0.26,USD
EDIT,Editas Medicine Inc,2022-11-09,2022-09-30,-0.8472,USD
EDMCQ,EDMCQ,2022-11-03,2022-09-30,0,USD
EDN,Empresa Distribuidora y Comercial Norte S.A.,2022-11-07,2022-09-30,0,ARS
EDR,Endeavor Group Holdings Inc - Class A,2022-11-14,2022-09-30,0.2802,USD
EDRY,EuroDry Ltd,2022-11-17,2022-09-30,1.38,USD
EDSA,Edesa Biotech Inc,2022-12-12,2022-09-30,-0.43,USD
EDSFF,EDSFF,2022-11-17,2022-09-30,0,CNY
EDTXF,EDTXF,2022-11-16,2022-09-30,-0.01,CAD
EDU,New Oriental Education & Technology Group Inc,2023-01-24,2022-11-30,-0.13,USD
EDUC,Educational Development Corp,2023-01-12,2022-11-30,0.3,USD
EDVMF,EDVMF,2022-11-10,2022-09-30,0.314,USD
EDXC,EDXC,2022-11-30,2022-09-30,0,USD
EE,Excelerate Energy Inc - Class A,2022-11-30,2022-09-30,0.2179,USD
EEIQ,EpicQuest Education Group International Ltd,2022-11-30,2022-09-30,0,USD
EEX,Emerald Holding Inc,2022-11-03,2022-09-30,0.12,USD
EEYUF,EEYUF,2022-11-02,2022-09-30,,USD
EFC,Ellington Financial Inc,2022-11-07,2022-09-30,0.4234,USD
EFLVF,EFLVF,2022-12-19,2022-09-30,,USD
EFOI,Energy Focus Inc,2022-11-09,2022-09-30,-0.25,USD
EFRTF,EFRTF,2022-11-14,2022-09-30,,USD
EFSC,Enterprise Financial Services Corp,2023-01-23,2022-12-31,1.32,USD
EFTR,eFFECTOR Therapeutics Inc,2022-11-07,2022-09-30,-0.173,USD
EFXT,Enerflex Ltd,2022-11-09,2022-09-30,,USD
EGAN,eGain Corp,2022-11-09,2022-09-30,-0.005,USD
EGBN,Eagle Bancorp Inc (MD),2023-01-18,2022-12-31,1.16,USD
EGFEY,EGFEY,2022-11-10,2022-09-30,0.0167,EUR
EGFHF,EGFHF,2022-11-16,2022-09-30,,CAD
EGHSF,EGHSF,2022-12-14,2022-10-31,,USD
EGHT,8X8 Inc,2022-11-02,2022-09-30,0.0369,USD
EGHT,8X8 Inc,2023-01-26,2022-12-31,0.0478,USD
EGIEY,EGIEY,2022-11-03,2022-09-30,0.1411,BRL
EGLE,Eagle Bulk Shipping Inc,2022-11-03,2022-09-30,5.04,USD
EGLX,Enthusiast Gaming Holdings Inc,2022-11-08,2022-09-30,,USD
EGPLF,EGPLF,2022-11-23,2022-09-30,,USD
EGRX,Eagle Pharmaceuticals Inc,2022-11-08,2022-09-30,1.85,USD
EGTYF,EGTYF,2023-01-04,2022-12-31,,USD
EGY,VAALCO Energy Inc,2022-11-09,2022-09-30,0.58,USD
EH,EHang Holdings Ltd,2022-12-08,2022-09-30,,CNY
EHAB,Enhabit Inc,2022-11-01,2022-09-30,0.2999,USD
EHMEF,EHMEF,2022-11-10,2022-09-30,,USD
EIC,Eagle Point Income Company Inc,2022-11-14,2022-09-30,,USD
EIFZF,EIFZF,2022-11-09,2022-09-30,,USD
EIGR,Eiger BioPharmaceuticals Inc,2022-11-10,2022-09-30,-0.4794,USD
EIX,Edison International,2022-11-01,2022-09-30,1.68,USD
EKSO,Ekso Bionics Holdings Inc,2022-11-02,2022-09-30,-0.24,USD
EL,Estee Lauder Cos. Inc - Class A,2022-11-02,2022-09-30,1.33,USD
ELA,Envela Corp,2022-11-15,2022-09-30,0.1473,USD
ELAN,Elanco Animal Health Inc,2022-11-04,2022-09-30,0.1735,USD
ELBM,Electra Battery Materials Corp,2022-11-09,2022-09-30,,USD
ELBMD,ELBMD,2022-11-28,2022-09-30,,CAD
ELBMF,ELBMF,2022-11-28,2022-09-30,,CAD
ELDN,Eledon Pharmaceuticals Inc,2022-11-10,2022-09-30,-0.696,USD
ELEEF,ELEEF,2022-11-08,2022-09-30,,USD
ELEMF,ELEMF,2022-11-14,2022-09-30,,USD
ELEV,Elevation Oncology Inc,2022-11-11,2022-09-30,-1.3,USD
ELF,e.l.f. Beauty Inc,2022-11-03,2022-09-30,0.1425,USD
ELFIF,ELFIF,2022-11-07,2022-09-30,,CAD
ELLH,ELLH,2022-11-10,2022-09-30,,USD
ELLKY,ELLKY,2022-11-29,2022-09-30,0,USD
ELLO,Ellomay Capital Ltd,2022-11-25,2022-09-30,,EUR
ELMD,Electromed Inc,2022-11-15,2022-09-30,0.03,USD
ELMSQ,ELMSQ,2022-11-09,2022-09-30,-0.23,USD
ELOX,Eloxx Pharmaceuticals Inc,2022-11-10,2022-09-30,-0.115,USD
ELP,Cia Paranaense De Energia Copel,2022-11-10,2022-09-30,0.2162,BRL
ELRFF,ELRFF,2022-11-09,2022-09-30,,USD
ELRNF,ELRNF,2022-11-29,2022-09-30,,USD
ELS,Equity Lifestyle Properties Inc,2023-01-23,2022-12-31,0.3742,USD
ELSE,Electro-Sensors Inc,2022-11-16,2022-09-30,,USD
ELTK,Eltek Ltd,2022-11-23,2022-09-30,,USD
ELTP,ELTP,2022-11-10,2022-09-30,0,USD
ELVT,Elevate Credit Inc,2022-10-31,2022-09-30,-0.2534,USD
ELYM,Eliem Therapeutics Inc,2022-11-07,2022-09-30,-0.44,USD
ELYS,Elys Game Technology Corp,2022-11-21,2022-09-30,-0.11,USD
EM,Smart Share Global Ltd,2022-11-28,2022-09-30,-0.03,CNY
EMAN,EMagin Corp,2022-11-10,2022-09-30,,USD
EMBC,Embecta Corp,2022-11-30,2022-09-30,0.6424,USD
EMBK,Embark Technology Inc,2022-11-30,2022-09-30,-0.085,USD
EMGDF,EMGDF,2022-11-28,2022-09-30,,USD
EMHTF,EMHTF,2022-11-28,2022-09-30,,CAD
EMITF,EMITF,2022-12-02,2022-09-30,0,ILS
EMKR,Emcore Corp,2022-12-07,2022-09-30,-0.0925,USD
EML,Eastern Company,2022-11-09,2022-09-30,0,USD
EMLAF,EMLAF,2022-12-15,2022-10-31,,USD
EMMA,EMMA,2022-11-15,2022-09-30,0.01,USD
EMMA,EMMA,2023-01-23,2022-12-31,0.01,USD
EMMS,EMMS,2023-01-12,2022-11-30,0,USD
EMN,Eastman Chemical Company,2023-01-26,2022-12-31,1.87,USD
EMR,Emerson Electric Company,2022-11-08,2022-09-30,1.39,USD
EMRAF,EMRAF,2022-11-11,2022-09-30,,USD
EMWP,EMWP,2022-11-30,2022-09-30,1.17,USD
EMWPF,EMWPF,2022-11-30,2022-09-30,1.17,USD
EMX,EMX Royalty Corp,2022-11-11,2022-09-30,,CAD
ENB,Enbridge Inc,2022-11-04,2022-09-30,0.6479,USD
ENBL,ENBL,2022-10-31,2022-09-30,,USD
ENBP,ENBP,2023-01-11,2022-12-31,,USD
ENCR,ENCR,2022-11-30,2022-09-30,0,USD
ENDP,Endo International plc,2022-11-10,2022-09-30,0.371,USD
ENDPQ,ENDPQ,2022-11-10,2022-09-30,0.371,USD
ENFN,Enfusion Inc - Class A,2022-12-01,2022-09-30,0.022,USD
ENG,Englobal Corporation,2022-11-04,2022-09-30,-0.03,USD
ENGIY,ENGIY,2022-11-10,2022-09-30,0.1937,EUR
ENJYQ,ENJYQ,2022-11-10,2022-09-30,-0.35,USD
ENLAY,ENLAY,2022-11-03,2022-09-30,0.3274,EUR
ENLC,Enlink Midstream LLC,2022-11-09,2022-09-30,0.1209,USD
ENLV,Enlivex Therapeutics Ltd,2022-11-21,2022-09-30,-0.37,USD
ENOV,Enovis Corp,2022-11-03,2022-09-30,0.4883,USD
ENPC,ENPC,2022-11-30,2022-09-30,0.56,USD
ENR,Energizer Holdings Inc,2022-11-15,2022-09-30,0.7836,USD
ENRFF,ENRFF,2022-11-09,2022-09-30,,USD
ENS,Enersys,2022-11-09,2022-09-30,1.14,USD
ENSC,Ensysce Biosciences Inc,2022-11-14,2022-09-30,-0.145,USD
ENSV,Enservco Corp,2022-11-16,2022-09-30,-0.21,USD
ENTA,Enanta Pharmaceuticals Inc,2022-11-21,2022-09-30,-1.22,USD
ENTX,Entera Bio Ltd,2022-11-24,2022-09-30,-0.165,USD
ENV,Envestnet Inc,2022-11-09,2022-09-30,0.4438,USD
ENVB,Enveric Biosciences Inc,2022-11-11,2022-09-30,-3.5,USD
ENVX,Enovix Corporation,2022-11-07,2022-09-30,-0.1603,USD
ENX,Eaton Vance New York Municipal Bond Fund,2022-11-30,2022-09-30,0,USD
ENZ,Enzo Biochem Inc,2022-12-14,2022-10-31,,USD
ENZN,ENZN,2022-11-15,2022-09-30,0,USD
EOG,EOG Resources Inc,2022-11-03,2022-09-30,4.21,USD
EOLS,Evolus Inc,2022-11-07,2022-09-30,-0.278,USD
EONGY,EONGY,2022-11-09,2022-09-30,0,EUR
EOSE,Eos Energy Enterprises Inc - Class A,2022-11-09,2022-09-30,-0.6482,USD
EOT,Eaton Vance National Municipal Opportunities Trust,2022-12-29,2022-09-30,0,USD
EPAC,Enerpac Tool Group Corp - Class A,2022-12-22,2022-11-30,0.21,USD
EPAM,EPAM Systems Inc,2022-11-03,2022-09-30,2.48,USD
EPAY,Bottomline Technologies (Delaware) Inc,2022-11-07,2022-09-30,,USD
EPC,Edgewell Personal Care Company,2022-11-10,2022-09-30,0.7656,USD
EPD,Enterprise Products Partners L P,2022-11-02,2022-09-30,0.6329,USD
EPIX,Essa Pharma Inc,2022-12-14,2022-09-30,-0.29,USD
EPM,Evolution Petroleum Corporation,2022-11-09,2022-09-30,0.37,USD
EPR,EPR Properties,2022-11-02,2022-09-30,0.5479,USD
EPRSQ,EPRSQ,2022-11-14,2022-09-30,0,USD
EPSN,Epsilon Energy Ltd,2022-11-15,2022-09-30,,USD
EPWCF,EPWCF,2022-11-22,2022-09-30,0,USD
EPWR,Empowerment & Inclusion Capital I Corp - Class A,2022-11-10,2022-09-30,,USD
EPZM,EPZM,2022-11-07,2022-09-30,-0.32,USD
EQ,Equillium Inc,2022-11-15,2022-09-30,-0.3925,USD
EQBK,Equity Bancshares Inc - Class A,2023-01-26,2022-12-31,0.85,USD
EQGPF,EQGPF,2022-11-08,2022-09-30,,USD
EQH,Equitable Holdings Inc,2022-11-02,2022-09-30,1.19,USD
EQIX,Equinix Inc,2022-11-02,2022-09-30,1.83,USD
EQOS,Eqonex Ltd,2022-11-30,2022-09-30,0.09,USD
EQRX,EQRx Inc,2022-11-30,2022-09-30,-0.2067,USD
EQS,Equus Total Return Inc,2022-11-18,2022-09-30,0,USD
EQX,Equinox Gold Corp,2022-11-02,2022-09-30,0.0228,USD
ERAS,Erasca Inc,2022-11-09,2022-09-30,-0.3094,USD
ERDCF,ERDCF,2022-11-08,2022-09-30,,USD
ERF,Enerplus Corporation,2022-11-03,2022-09-30,0.868,USD
ERIC,Telefonaktiebolaget L M Ericsson,2023-01-27,2022-12-31,0.2579,SEK
ERII,Energy Recovery Inc,2022-11-02,2022-09-30,0.0967,USD
ERILF,ERILF,2022-11-28,2022-09-30,,USD
ERINQ,ERINQ,2022-11-10,2022-09-30,0,USD
ERJ,Embraer S.A.,2022-11-04,2022-09-30,0.11,BRL
ERLFF,ERLFF,2022-11-15,2022-09-30,,USD
ERNA,Eterna Therapeutics Inc,2022-11-08,2022-09-30,-0.14,USD
ERO,iPath EURUSD Exchange Rate ETN,2022-11-01,2022-09-30,0.3147,USD
ERYP,Erytech Pharma,2022-11-08,2022-09-30,-0.3467,EUR
ES,Eversource Energy,2022-11-01,2022-09-30,1.08,USD
ESAB,ESAB Corp,2022-11-03,2022-09-30,0.85,USD
ESALY,ESALY,2022-11-07,2022-09-30,0.208,JPY
ESBK,ESBK,2023-01-24,2022-12-31,,USD
ESBS,ESBS,2022-10-31,2022-09-30,,USD
ESCA,Escalade Inc,2022-11-03,2022-09-30,0.46,USD
ESE,Esco Technologies Inc,2022-11-17,2022-09-30,1.18,USD
ESEA,Euroseas Ltd,2022-11-16,2022-09-30,3.37,USD
ESGR,Enstar Group Ltd,2022-11-10,2022-09-30,,USD
ESINQ,ESINQ,2022-11-03,2022-09-30,0,USD
ESLT,Elbit Systems Ltd,2022-11-22,2022-09-30,1.86,USD
ESMC,ESMC,2022-11-16,2022-09-30,0,USD
ESMT,Engagesmart Inc,2022-11-09,2022-09-30,0.0439,USD
ESNC,ESNC,2022-11-15,2022-09-30,0,USD
ESNT,Essent Group Ltd,2022-11-11,2022-09-30,1.5,USD
ESOA,Energy Services of America Corp,2022-12-15,2022-09-30,,USD
ESP,Espey Manufacturing & Electronics Corp,2022-11-16,2022-09-30,,USD
ESPGY,ESPGY,2022-11-30,2022-09-30,0,USD
ESPR,Esperion Therapeutics Inc,2022-11-08,2022-09-30,-0.927,USD
ESQ,Esquire Financial Holdings Inc,2023-01-25,2022-12-31,0.91,USD
ESSA,ESSA Bancorp Inc,2023-01-25,2022-12-31,0.52,USD
ESTA,Establishment Labs Holdings Inc,2022-11-15,2022-09-30,-0.548,USD
ESTC,Elastic N.V,2022-12-01,2022-10-31,-0.0982,USD
ESTE,Earthstone Energy Inc - Class A,2022-11-09,2022-09-30,1.5,USD
ESVIF,ESVIF,2022-11-04,2022-09-30,,USD
ET,Energy Transfer LP,2022-11-01,2022-09-30,0.3694,USD
ETD,Ethan Allen Interiors Inc,2023-01-25,2022-12-31,0.7611,USD
ETN,Eaton Corporation plc,2022-11-01,2022-09-30,2.01,USD
ETNB,89bio Inc,2022-12-21,2022-09-30,-0.8888,USD
ETOLF,ETOLF,2022-11-10,2022-09-30,,CAD
ETON,Eton Pharmaceuticals Inc,2022-11-17,2022-09-30,-0.18,USD
ETR,Entergy Corp,2022-11-02,2022-09-30,2.67,USD
ETRGF,ETRGF,2022-11-14,2022-09-30,,USD
ETRN,Equitrans Midstream Corporation,2022-11-08,2022-09-30,0.1338,USD
ETSY,Etsy Inc,2022-11-02,2022-09-30,0.3653,USD
ETTX,ETTX,2022-11-02,2022-09-30,,USD
ETWO,E2open Parent Holdings Inc - Class A,2023-01-12,2022-12-31,0.0715,USD
EUMNF,EUMNF,2022-12-15,2022-09-30,,USD
EURN,Euronav NV,2023-01-26,2022-12-31,0.3819,EUR
EUSP,EUSP,2022-11-09,2022-09-30,,USD
EVA,Enviva Inc,2022-11-03,2022-09-30,-0.0075,USD
